CHILDID,P1LEARN,P2LEARN,P4LEARN,T1LEARN,T2LEARN,T4LEARN,T5LEARN,T6LEARN,P1SRS10,P1SRS13,P1SRS15,P1SRS18,P1SRS22,P1SRS24,P2SRS10,P2SRS13,P2SRS15,P2SRS18,P2SRS22,P2SRS24,P4SRS10,P4SRS13,P4SRS15,P4SRS18,P4SRS22,P4SRS24,T1SRS11,T1SRS14,T1SRS15,T1SRS21,T1SRS23,T1SRS24,T2SRS11,T2SRS14,T2SRS15,T2SRS21,T2SRS23,T2SRS24,T4SRS11,T4SRS14,T4SRS15,T4SRS21,T4SRS23,T4SRS24,T5SRS11,T5SRS14,T5SRS15,T5SRS21,T5SRS23,T5SRS24,T5SRS26,G6SRS11,G6SRS14,G6SRS15,G6SRS21,G6SRS23,G6SRS24,G6SRS26
1217011C,3.33,3,2.83,4,4,3.33,3.29,4,2,4,2,4,4,4,3,3,2,3,4,3,2,3,4,4,3,1,,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,1,4,4,3,4,4,3,4,4,4,4,4,4,4
1217012C,,,4,,,,,3.71,,,,,,,,,,,,,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,4,4,4,4
1217013C,3,3.33,2.83,3.33,3.17,3.67,,,3,4,2,3,3,3,3,4,3,3,4,3,3,4,3,1,3,3,2,4,4,3,3,4,3,3,3,3,4,3,4,3,4,3,4,4,,,,,,,,,,,,,,
1217014C,3.17,3.17,,4,4,3.5,3.86,3,3,3,3,4,3,3,3,3,3,3,4,3,4,3,,4,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,3,4,3,3,3,2,3,3,4
1217015C,2.5,3.5,,,3,,,,4,1,3,2,2,3,2,3,4,4,4,4,,,,,,,,,,,,,3,4,4,3,1,3,,,,,,,,,,,,,,,,,,,,
1217016C,,,2.17,3.17,4,3.5,,,,,,,,,,,,,,,3,2,2,2,2,2,1,4,4,2,4,4,4,4,4,4,4,4,3,4,4,3,4,3,,,,,,,,,,,,,,
1217017C,,3.33,,1.6,,,,,,,,,,,3,4,4,3,4,2,,,,,,,,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1217018C,,,2.67,,3,2.17,,,,,,,,,,,,,,,4,2,2,2,2,4,,,,,,,3,3,3,3,3,3,3,2,2,2,3,1,,,,,,,,,,,,,,
1217019C,2,3.17,2,2.33,2.17,,1.67,2.29,2,2,2,2,2,2,4,3,3,2,3,4,3,2,2,2,1,2,2,3,3,2,2,2,2,3,2,2,2,2,,,,,,,,2,2,2,1,2,1,2,2,2,3,2,2,3
1217020C,2.83,2.17,2.33,2.5,3.17,,,,4,4,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2,3,3,3,2,2,3,3,4,4,2,3,,,,,,,,,,,,,,,,,,,,
1217021C,3.17,4,3.33,,3.83,,,3.29,4,3,2,4,3,3,4,4,4,4,4,4,2,4,3,4,4,3,,,,,,,4,4,4,3,4,4,,,,,,,,,,,,,,4,2,3,3,3,4,4
1217022C,,2.67,3,,,4,4,4,,,,,,,4,3,3,1,2,3,2,2,2,4,4,4,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1217023C,3,2.83,2.33,2.33,,1.5,2.57,,3,3,2,3,4,3,3,3,4,2,3,2,3,2,2,3,2,2,1,2,3,3,2,3,,,,,,,1,1,2,2,1,2,2,3,2,4,2,2,3,,,,,,,
1217024C,,,,4,2.67,3.67,3.71,3,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,3,3,3,3,2,2,4,4,4,4,2,4,4,4,4,4,4,4,2,3,2,3,4,3,3,3
1217025C,2.5,3.17,3.17,3.83,3.83,3.83,,2.57,2,4,2,2,3,2,3,3,4,2,4,3,3,3,3,4,3,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,,,,,,,,2,2,3,4,2,2,3
1217040C,,,1.5,,,3,,,,,,,,,,,,,,,2,1,1,2,1,2,,,,,,,,,,,,,3,4,2,4,2,3,,,,,,,,,,,,,,
1218001C,2,3.33,3.33,3.17,4,4,3.43,3.14,2,2,2,2,2,2,3,3,3,4,4,3,3,4,3,3,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,2,4,3,2,3,4
1218002C,2.33,2.5,3,,,2.17,1.86,3.14,2,2,3,2,3,2,2,3,3,3,1,3,3,3,3,2,4,3,,,,,,,,,,,,,2,3,2,2,2,2,1,2,2,2,2,2,2,3,4,4,3,2,3,3
1218003C,3.33,3.33,2.17,,,2.33,3.29,2.71,2,4,4,2,4,4,4,3,3,4,3,3,2,1,3,2,2,3,,,,,,,,,,,,,3,3,2,2,2,2,2,4,4,4,4,3,2,3,3,3,3,2,2,3
1218004C,,,,3.33,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,
1218005C,2.5,2.67,2.67,,,2,2.14,1.43,2,3,3,1,3,3,2,3,3,2,3,3,3,2,3,2,4,2,,,,,,,,,,,,,1,3,2,2,2,2,2,2,3,2,2,2,2,3,1,1,1,1,1,2
1218006C,3,,,2.67,,,,,3,3,2,3,3,4,,,,,,,,,,,,,2,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1218007C,2.83,3.17,2,3.83,4,3.83,,1.57,3,2,3,3,3,3,3,3,3,4,3,3,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,,,,,,,,1,1,1,2,2,2,2
1218008C,2.33,2.17,1.67,,2,2.33,,2.29,3,3,2,2,2,2,2,3,2,2,2,2,2,1,2,2,1,2,,,,,,,2,1,2,2,2,3,1,2,2,4,3,2,,,,,,,,2,2,3,2,2,2,3
1218009C,2.33,2.33,2.5,,2.67,2.5,2.29,3.71,3,2,2,2,3,2,3,2,2,2,3,2,2,3,2,2,3,3,,,,,,,2,4,3,2,2,3,2,3,3,3,1,3,3,2,3,2,2,2,2,4,3,4,3,4,4,4
1218010C,,,,,2.5,3.67,3.71,4,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,2,2,3,4,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4
1218011C,2.67,3,3.33,3.2,3.17,3.5,3.14,4,3,4,2,2,3,2,3,2,2,4,4,3,3,4,3,4,3,3,,3,4,3,3,3,3,3,4,3,3,3,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4
1218012C,2.17,,,,,,,,2,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218013C,2.33,2.67,2.17,3,2.33,2.17,2.43,2.29,2,2,2,3,3,2,2,3,2,2,4,3,2,2,2,2,3,2,,3,3,3,3,3,2,3,3,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,2,2,2,3,2,3,2,2
1218014C,,,,,3,3.17,3.71,3.43,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,2,2,4,2,4,4,4,1,4,4,4,4,3,3,4,4,3,4,4,3,4,3,3
1218016C,3.33,3,,,,,,,4,4,2,4,4,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218017C,3.33,3.17,2.5,3.17,,4,,3,3,3,3,4,4,3,3,3,3,3,4,3,2,3,3,1,3,3,3,3,3,2,4,4,,,,,,,4,4,4,,4,4,,,,,,,3,3,3,3,3,3,3,3
1218018C,3.33,3.17,2.33,,3.2,3.33,,3.14,4,3,2,3,4,4,4,4,4,2,2,3,2,3,3,2,2,2,,,,,,,,4,4,3,2,3,3,3,4,3,4,3,,,,,,,,2,3,4,3,3,3,4
1218019C,3.17,3.5,2.17,,3.67,2.67,2.86,3.43,3,3,3,4,3,3,4,4,3,3,4,3,2,3,2,2,2,2,,,,,,,3,4,4,4,3,4,3,2,2,4,2,3,2,3,3,3,3,3,3,4,2,3,3,4,4,4
1218020C,3.67,3.5,2.83,,2,2.17,2.57,2.14,4,4,3,4,4,3,3,3,4,3,4,4,3,3,2,3,3,3,,,,,,,,2,2,,2,2,2,3,2,2,2,2,2,3,3,2,2,3,3,2,2,3,2,2,2,2
1218021C,2.5,3,3.17,,1.5,2.17,3.29,2.86,3,3,2,2,3,2,2,4,2,2,4,4,3,3,3,3,3,4,,,,,,,,2,2,,1,1,2,3,2,2,2,2,3,3,4,3,3,4,3,3,3,3,3,2,3,3
1218022C,,,,4,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
1218023C,2.5,2.33,,,2.5,,,,2,2,3,2,3,3,4,2,2,2,2,2,,,,,,,,,,,,,3,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,
1218024C,,2.33,2.5,3.33,2.5,2.67,,3.43,,,,,,,2,3,2,2,3,2,2,3,2,2,3,3,3,4,3,3,4,3,3,3,3,2,2,2,3,3,2,3,3,2,,,,,,,,4,4,3,4,1,4,4
1218025C,2.83,3,2.5,2.83,3.83,3,,2,4,4,2,2,3,2,3,4,3,2,3,3,3,2,3,2,3,2,3,2,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,,,,,,,,2,2,2,2,2,2,2
1219001C,2.67,2.33,2.17,2.67,3.5,,,3.71,2,3,2,4,3,2,3,3,2,2,2,2,3,2,2,2,2,2,2,3,3,3,2,3,2,4,4,4,3,4,,,,,,,,,,,,,,4,3,4,4,4,3,4
1219002C,4,2.5,2.17,3,2.33,,,2.86,4,4,4,4,4,4,3,3,2,3,2,2,2,2,2,2,3,2,3,3,3,3,3,3,2,2,2,3,3,2,,,,,,,,,,,,,,2,3,3,3,3,3,3
1219003C,2.33,,,3.5,,2.33,,,2,3,2,2,3,2,,,,,,,,,,,,,3,3,3,4,4,4,,,,,,,2,3,2,3,2,2,,,,,,,,,,,,,,
1219004C,2.67,4,2.67,2.67,3.17,,,3,3,3,3,2,3,2,4,4,4,4,4,4,3,3,2,2,3,3,3,3,2,3,3,2,3,3,3,4,3,3,,,,,,,,,,,,,,3,3,3,3,3,3,3
1219005C,2.83,2.17,3,4,4,3.67,,3,3,3,2,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,3,3,4,,,,,,,,3,3,3,3,3,3,3
1219006C,2.67,2.33,2.67,3.17,3.5,3.33,2.57,3.71,3,4,2,2,3,2,2,4,2,2,2,2,3,2,2,3,3,3,3,3,3,3,4,3,3,4,4,3,3,4,3,4,4,2,3,4,2,3,3,2,3,2,3,3,4,4,4,4,4,3
1219008C,3,2.83,,3,2.17,,,1.86,2,4,3,2,3,4,2,3,2,3,3,4,,,,,,,3,4,4,3,2,2,2,3,2,2,2,2,,,,,,,,,,,,,,2,3,1,2,2,1,2
1219009C,,2.17,2.67,2.2,2.33,3,3.71,2.86,,,,,,,2,2,2,2,2,3,3,3,2,2,3,3,,3,2,2,2,2,2,3,2,3,2,2,2,3,3,2,4,4,3,4,4,3,4,4,4,2,3,3,3,3,3,3
1219010C,2.5,3.17,3,2.33,3,2.33,2.57,3,4,2,2,2,3,2,4,3,3,2,3,4,3,3,2,3,4,3,2,3,2,3,2,2,3,3,3,3,4,2,3,3,2,2,2,2,3,2,2,3,2,3,3,3,3,3,2,3,3,4
1219011C,2.5,,,2.5,2.67,,2,,2,3,2,2,3,3,,,,,,,,,,,,,2,3,2,2,3,3,1,3,3,2,3,4,,,,,,,2,2,2,2,2,2,2,,,,,,,
1219012C,,2.5,3.17,1.67,2.25,,3,2.57,,,,,,,4,2,4,2,1,2,4,3,3,2,4,3,2,3,1,2,1,1,2,,,3,1,3,,,,,,,2,3,3,3,4,3,3,2,3,3,3,2,2,3
1219013C,,3.83,3.33,2.8,2.67,1.33,2.14,2.43,,,,,,,4,4,4,3,4,4,4,3,3,3,3,4,2,3,3,,3,3,2,4,2,2,3,3,1,2,2,1,1,1,2,3,2,2,2,2,2,2,3,2,3,2,2,3
1219014C,3.17,3.33,,2.33,3.17,,,,3,2,2,4,4,4,3,3,3,3,4,4,,,,,,,2,4,2,2,2,2,2,4,3,4,3,3,,,,,,,,,,,,,,,,,,,,
1219015C,2.67,4,3,2.83,3.17,,,2.71,2,2,2,4,4,2,4,4,4,4,4,4,2,3,2,4,4,3,3,3,3,2,3,3,4,4,2,2,3,4,,,,,,,,,,,,,,3,3,2,3,3,2,3
1219016C,2.67,2.5,2.33,3.17,3.33,,,3,2,3,2,3,3,3,2,3,2,2,3,3,2,2,2,2,4,2,3,4,4,3,2,3,3,4,4,3,3,3,,,,,,,,,,,,,,2,3,4,3,3,3,3
1219017C,2.5,2.83,2.83,3.67,4,4,,2.71,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,2,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,3,2,3,3,3,2,3
1219019C,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1219020C,2.83,3.33,,,3.25,,2.43,3.57,3,3,2,3,3,3,3,4,3,3,3,4,,,,,,,,,,,,,3,,,3,4,3,,,,,,,2,3,2,3,3,2,2,3,4,3,3,4,4,4
1219022C,3,3.5,3,,3.6,,,,3,3,3,3,3,3,4,3,3,4,4,3,3,3,4,2,3,3,,,,,,,,4,4,3,4,3,,,,,,,,,,,,,,,,,,,,
1219023C,2.67,3.5,,2.67,,,,2,3,3,3,2,3,2,4,4,3,3,4,3,,,,,,,2,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,3
1219024C,,2.17,3.17,,,,2.57,2.29,,,,,,,2,3,2,2,2,2,4,3,3,3,3,3,,,,,,,,,,,,,,,,,,,1,3,4,3,2,2,3,2,2,3,3,3,2,1
1219041C,,,2.33,,,,,2,,,,,,,,,,,,,2,3,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2
1220001C,2.67,3,,3.67,3.83,,,,3,3,2,2,3,3,4,3,2,3,3,3,,,,,,,3,4,4,3,4,4,3,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,
1220002C,2.83,,,3,3.67,,,,4,3,2,2,2,4,,,,,,,,,,,,,3,3,3,3,3,3,3,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,
1220003C,3.5,3.67,3.5,2.83,4,3.17,,3.43,3,4,3,4,4,3,3,4,3,4,4,4,4,3,4,4,4,2,2,4,3,2,3,3,4,4,4,4,4,4,3,4,3,3,3,3,,,,,,,,3,3,4,3,4,3,4
1220004C,3,3.5,3.17,3.67,4,3.67,,,4,3,2,2,4,3,3,4,4,2,4,4,4,4,3,2,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,,,,,,,,,,,,,,
1220005C,2.67,3.33,3.17,1.67,2.33,3.17,2.86,2.43,2,4,2,2,4,2,2,4,4,2,4,4,3,4,2,2,4,4,2,2,1,2,1,2,3,3,2,2,2,2,3,3,4,3,3,3,3,3,3,3,2,3,3,2,2,3,3,2,2,3
1220006C,2.83,3.5,3.33,3.67,4,3.5,2.86,3.86,3,3,2,2,4,3,3,4,4,2,4,4,3,4,4,2,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,4,3,3,3,3,2,3,4,4,4,4,4,4
1220007C,3.5,3.17,,2.67,4,3.33,3.86,3.43,4,4,3,3,4,3,4,4,2,2,4,3,,,,,,,3,3,2,3,2,3,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,3,3,4,3,3,4
1220008C,2.67,2.67,2.83,3,4,3,2.71,3.71,2,3,2,2,3,4,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,2,3,2,2,2,4,4,4,3,4,3,4,4
1220009C,3.17,3.17,3.33,3.67,3.67,3,3.57,4,3,3,3,3,4,3,3,3,3,3,4,3,3,4,2,4,4,3,3,4,4,3,4,4,2,4,4,4,4,4,3,3,3,4,2,3,4,4,4,2,4,3,4,4,4,4,4,4,4,4
1220010C,3,2.5,2.17,2,2.83,1.83,2,2.71,2,4,2,3,4,3,2,4,1,2,4,2,2,3,1,2,3,2,2,2,1,2,2,3,3,2,3,4,2,3,3,1,2,3,1,1,1,2,2,2,2,2,3,3,2,3,3,2,2,4
1220011C,3.17,2.67,2.33,3.67,4,3.67,3.86,3.71,4,4,2,3,3,3,2,2,2,3,4,3,2,3,2,2,3,2,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4
1220012C,3.5,3.83,2.67,3.67,4,3,3.57,4,4,4,4,4,3,2,4,3,4,4,4,4,3,2,3,3,3,2,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4
1220013C,3.5,3,3.5,2.5,3,2,,1.86,4,3,3,4,4,3,3,3,2,3,4,3,3,3,3,4,4,4,3,4,3,1,3,1,4,4,3,2,3,2,3,2,2,3,1,1,,,,,,,,1,4,2,1,2,1,2
1220014C,3,,,3.5,,,,,4,3,2,2,4,3,,,,,,,,,,,,,3,3,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
1220015C,3.5,3.33,3.5,3.5,4,3.67,3.86,3.43,3,4,3,4,3,4,3,3,3,3,4,4,3,4,3,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,3,3,4
1220016C,3.33,3.33,,2.67,4,3.5,,3.29,4,4,2,3,4,3,4,4,2,2,4,4,,,,,,,3,3,3,2,3,2,4,4,4,4,4,4,3,3,3,4,4,4,,,,,,,,4,2,4,3,4,3,3
1220017C,3.17,3.5,3.67,3.17,4,4,2.86,3.86,3,3,3,3,4,3,3,4,3,3,4,4,3,4,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,4,4,3,4,4,4,4
1220018C,3.17,2.67,3.33,3,4,3.67,3.57,3.86,2,4,2,4,4,3,3,3,2,3,3,2,3,3,2,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,2,4,4,4,4,4,4,3,4,4,4
1220019C,3.5,3.17,3.33,3.67,4,4,3.43,4,3,4,3,4,4,3,3,4,3,3,4,2,3,4,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4
1220020C,3.83,3.5,,3.5,4,,,,4,4,4,3,4,4,3,4,4,4,3,3,,,,,,,3,4,4,3,4,3,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,
1220021C,,,,3.83,3.83,3.5,4,4,,,,,,,,,,,,,,,,,,,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1220022C,,,,2.17,4,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,2,2,4,4,,4,4,4,,,,,,,,,,,,,,,,,,,,
1220023C,2.83,2.5,2,2.5,3.33,2.67,2.14,4,2,4,2,2,4,3,1,3,2,3,2,4,1,3,2,2,2,2,3,2,2,3,2,3,2,3,3,4,4,4,4,2,2,4,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4
1220024C,3,,3,2.17,3.83,2.67,2.14,,3,3,2,3,3,4,,,,,,,2,4,2,3,4,3,3,2,2,2,2,2,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,3,,,,,,,
1220040C,,,3.67,,,3.17,2.86,3.57,,,,,,,,,,,,,2,4,4,4,4,4,,,,,,,,,,,,,3,3,3,4,3,3,3,3,3,2,3,3,3,2,4,4,4,3,4,4
1221001C,3.5,3.67,3.5,3.4,3.8,3.83,,3.71,4,3,3,3,4,4,4,4,3,3,4,4,4,4,4,2,4,3,,4,3,3,3,4,,4,4,3,4,4,4,4,4,3,4,4,,,,,,,,4,3,4,3,4,4,4
1221002C,3.17,3.67,3.67,3.67,4,3.17,2.86,2.43,4,3,3,2,3,4,4,3,4,3,4,4,4,3,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,4,1,3,3,3,3,3,2,2,3,2,2,3
1221003C,2.83,2.83,2.17,3.67,4,3.5,3.86,4,3,3,3,2,3,3,3,3,2,3,3,3,2,3,1,2,3,2,3,4,4,3,4,4,4,4,4,4,4,4,2,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
1221004C,3,3.17,2.67,4,4,3,2.29,2.86,3,3,2,3,4,3,3,4,3,2,4,3,3,3,2,2,3,3,,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,3,2,2,3,2,2,2,3,3,3,3,3,3,3,2
1221006C,2.5,2.83,3.33,2.17,2.83,3.67,3.86,3.29,2,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,4,4,2,2,3,2,2,2,2,2,3,3,4,3,3,4,4,3,4,4,4,4,4,3,4,4,4,4,2,4,3,3,3,4
1221007C,2.5,3,3.67,2,2.67,2.83,2.29,,2,3,2,3,2,3,3,3,2,3,3,4,4,4,4,4,2,4,,2,2,2,2,2,3,3,3,2,3,2,2,4,3,2,3,3,2,3,2,2,2,2,3,,,,,,,
1221008C,,,2.67,3.2,3.5,3,,,,,,,,,,,,,,,2,3,2,3,3,3,,4,3,3,3,3,3,4,3,4,4,3,2,3,3,3,4,3,,,,,,,,,,,,,,
1221009C,3.67,2.5,3,1.83,2.33,2.17,3.14,2,4,4,4,2,4,4,3,2,2,2,2,4,4,2,2,2,4,4,2,3,2,2,1,1,2,3,2,3,2,2,3,2,2,2,2,2,2,4,3,2,4,3,4,2,2,2,2,2,2,2
1221010C,3.17,3.67,3.67,3,3,3,3.43,2.71,3,3,4,3,3,3,3,4,4,3,4,4,3,4,3,4,4,4,3,3,3,3,4,2,3,3,3,2,3,4,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,2,2,3,3,3
1221011C,3,2.83,2.83,3.5,3.17,3,2.43,2.43,2,4,3,4,3,2,2,4,3,3,3,2,3,2,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,4,3,3,3,2,4,3,2,2,3,3,3,2,2,2,3,3,2,3,2,2
1221012C,3,3.33,2.83,3.17,3.17,3.67,2.71,3.71,4,4,2,2,3,3,4,4,2,2,4,4,3,3,2,2,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,2,3,3,3,2,3,3,3,4,4,3,4,4,4
1221013C,2.67,2.67,2.83,3.17,3.5,3.33,,3,3,3,2,2,3,3,3,2,3,2,2,4,3,2,3,3,3,3,2,4,3,3,4,3,3,3,4,3,4,4,4,3,3,3,4,3,,,,,,,,3,3,3,2,3,3,4
1221014C,3.17,3,,2.83,4,,,,3,3,3,2,4,4,4,2,3,2,3,4,,,,,,,2,4,3,2,3,3,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,
1221015C,4,4,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221016C,3,3.17,2.83,2.5,2.33,2.5,2.71,2.57,2,4,2,2,4,4,4,4,1,4,3,3,2,4,1,4,4,2,3,3,2,2,3,2,2,2,2,3,3,2,2,3,2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,2,2,2
1221017C,3.5,3.17,3.17,3.33,3.67,2.83,4,4,3,4,3,3,4,4,3,3,3,3,3,4,3,3,4,2,3,4,3,4,4,3,3,3,4,4,4,3,4,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1221018C,2.67,2.83,3,2.17,3.83,3.17,3.14,3.29,3,3,2,2,3,3,3,2,3,3,3,3,4,2,3,4,2,3,2,2,2,2,3,2,4,4,4,3,4,4,4,3,3,3,3,3,4,3,3,2,3,3,4,3,2,4,2,4,4,4
1221019C,4,3.5,3.5,3.5,3.83,3.17,3.29,,4,4,4,4,4,4,4,3,4,3,4,3,3,4,3,4,4,3,3,4,4,3,3,4,4,4,4,3,4,4,3,3,4,3,2,4,3,4,3,3,3,3,4,,,,,,,
1221020C,3.17,3,3.17,2.2,2.17,3.33,,,4,4,2,3,3,3,3,4,2,2,3,4,4,4,3,2,3,3,2,2,2,3,,2,2,2,2,2,3,2,3,4,3,4,3,3,,,,,,,,,,,,,,
1221021C,3.83,,,,,,,,4,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221022C,4,3.83,,3.83,3.83,,,,4,4,4,4,4,4,4,4,4,3,4,4,,,,,,,4,4,4,3,4,4,3,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,
1221023C,2.5,2.67,2.67,3.5,4,2.83,,3.14,3,3,1,2,3,3,2,3,2,2,3,4,3,3,2,2,3,3,3,3,4,4,4,3,4,4,4,4,4,4,3,3,3,3,2,3,,,,,,,,3,3,3,3,3,3,4
1221024C,2.67,2.83,2.5,4,4,3,3.43,,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,3,4,3,4,,,,,,,
1222001C,3.67,3.5,3.5,3.33,3.5,4,3.43,3.29,4,4,3,3,4,4,4,4,2,3,4,4,3,3,4,3,4,4,3,4,3,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,3,4,3,3,3
1222002C,3,3.17,3.17,2.33,2.67,2,2.86,3,4,3,2,3,3,3,4,4,3,2,4,2,4,4,2,3,3,3,2,3,2,3,2,2,2,3,3,3,2,3,2,2,2,2,2,2,4,3,2,3,3,2,3,3,3,3,3,3,3,3
1222003C,3.67,3.83,3.5,4,4,3.83,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1222004C,3.5,2.67,3,3.33,3.67,3.17,2.57,2.14,4,4,3,3,4,3,3,3,2,2,3,3,3,3,3,2,3,4,3,4,4,3,3,3,4,4,4,4,3,3,2,3,4,3,4,3,2,2,3,3,2,3,3,2,2,2,2,2,2,3
1222005C,3.17,3.67,2.83,4,4,3.67,4,3.29,3,4,3,2,4,3,4,4,4,2,4,4,2,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,2,3,4,4,3,4
1222006C,3.5,3.5,3,3.5,3.33,3.5,,,3,4,3,4,4,3,3,4,4,2,4,4,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,3,4,3,3,4,3,4,4,,,,,,,,,,,,,,
1222007C,2.67,2.67,,2.67,2.67,,,,3,2,2,3,3,3,3,2,3,3,2,3,,,,,,,3,2,3,3,2,3,2,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,
1222008C,2.5,3.5,2.33,3.17,3,2.5,2.29,3.71,2,2,3,2,4,2,4,2,4,3,4,4,3,2,2,2,3,2,3,3,3,3,3,4,3,3,2,2,4,4,3,2,2,2,3,3,2,2,2,2,3,2,3,3,4,4,4,4,3,4
1222010C,2.5,2.67,2.83,3,3.33,2.33,2.71,,3,3,2,2,3,2,3,3,2,2,4,2,2,3,3,2,4,3,3,4,3,3,2,3,3,4,4,3,3,3,2,2,3,3,2,2,2,3,4,4,1,3,2,,,,,,,
